packet_count,byte_count,duration_sec,duration_nsec,byte_rate,packet_rate,avg_pkt_size,label
299,64165.35545957459,6.1305505308042845,735055790,9345.91243094431,43.55041434490131,214.59985103536653,0
174,48461.61616482255,2.260756137128716,311603161,18839.36516958434,67.64218362752736,278.5150354300147,0
318,185900.9357928891,7.273141668957412,226860070,24786.785691963254,42.39999016909638,584.5941377134877,0
7986,8415041.190927204,4.2374446219140545,478947735,1784211.4383446213,1693.2433512010134,1053.7241661566748,1
332,174181.09986458093,5.60208158974844,834400275,27061.53820125593,51.58097342250116,524.6418670619908,0
419,40881.29073407541,7.31770189531933,586766194,5171.92178804732,53.00799437297506,97.56871296915372,0
15121,17587000.328493897,2.502331810559776,738846654,5426112.915656004,4665.278436636092,1163.0844738108522,1
18958,28230443.73635463,2.8623920725298406,381966485,8701394.508579982,5843.373863841382,1489.1045329863186,1
199,17658.80299207686,1.2745022494514449,228773646,11746.880958783544,132.377563295019,88.73770347777317,0
17328,24202388.458578803,1.5082420506075391,92526139,15119233.76270521,10824.802811860167,1396.7214022725532,1
2876,2923822.186661553,3.491561903276001,693009757,698714.8085949392,687.2865931062364,1016.6280203969238,1
327,51741.73727435383,6.736869113483859,942903665,6737.404708029484,42.579384759422055,158.23161245979765,0
164,58240.90459934026,3.9066082564712135,788215570,12405.344002677108,34.93208820218242,355.12746706914794,0
10308,9777383.123934044,1.3138255253690638,765854846,4701387.414402313,4956.53088902993,948.5237799703186,1
77,56768.87820015686,4.680576499728429,826146542,10309.012777649785,13.982907696013624,737.2581584435956,0
18943,19127118.349922236,3.196906658824482,792911084,4793982.9793783305,4747.835921595211,1009.7195982643844,1
11662,13544290.406628938,4.819461122652776,988011356,2332217.7515976722,2008.1024994724319,1161.4037392067346,1
3679,3661296.168526035,1.9909239580046298,516103253,1460413.4141243964,1467.475097139345,995.1878685854946,1
13310,12304260.215319294,1.464290562027665,452949741,6417693.2833555965,6942.270084235728,924.437281391382,1
419,55474.45985144952,2.577972429004047,244439380,19654.984320316093,148.45459428114205,132.3972788817411,0
6452,7349491.527799113,1.6928074796400607,497572361,3355350.241742311,2945.6078257708177,1139.1028406384241,1
199,67105.45362989415,8.980123485682428,540564217,7048.38302919939,20.90185144335028,337.2133348235887,0
344,194749.8171379908,5.509358955237333,497576975,32420.824759869916,57.2671331932133,566.1331893546244,0
18347,22960634.75377454,3.5696771128252625,817032666,5234135.812814877,4182.40570382872,1251.465348764078,1
182,97558.05725981612,7.094515081446835,894439328,12211.617723647914,22.78145432708783,536.0332816473414,0
287,99220.47821612844,8.385755281695598,907056544,10677.121206928286,30.884086042333813,345.71595197257295,0
304,33843.51824487722,2.8601592388907084,432838238,10277.420035205345,92.31710687098393,111.32736264762244,0
4082,4498088.583105469,1.1558525292409345,668823641,2465143.490371517,2237.10928359469,1101.932528933236,1
11817,13050396.322415356,4.379501243877819,45932658,2948952.9415133186,2670.2466384111535,1104.374741678544,1
7745,9893197.408986121,1.472659310486625,547488156,4897264.963627655,3833.8785303975123,1277.3657080679304,1
13657,15761305.595461184,2.671784126862315,294292375,5313856.734836444,4604.399108190621,1154.082565384871,1
55,18441.136091766275,9.91454627800606,113442790,1838.9665132964751,5.484648978674651,335.29338348665954,0
243,168939.7810364104,8.804049464887498,768773488,17647.85391601254,25.38436166592872,695.2254363638287,0
374,50980.56193903271,7.65917884402637,655209744,6131.606840273295,44.98226129803471,136.31166293859013,0
236,70053.46232398604,5.4690507161476996,625017530,11495.352446745175,38.72618265297322,296.8367047626527,0
9400,13237887.332699126,1.2139411869894756,450564360,7953044.888701009,5647.322724157575,1408.2858864573539,1
7486,7111480.261324628,4.80024786820322,393866308,1369142.0750636945,1441.2467161960035,949.9706467171558,1
13130,13492870.357000876,2.314658181479664,842649140,4273537.221165243,4158.606896032744,1027.6367370145374,1
128,95857.60489070036,8.106563285150985,963138745,10568.991635230666,14.112922296066783,748.8875382085965,0
11348,15231527.69907862,3.198115529294942,197206748,4486032.975701381,3342.245322597467,1342.2213340746052,1
8731,11462214.01130296,1.4682680657104235,373507001,6223460.301140632,4740.535452895642,1312.8180061050234,1
26,9757.999979903147,1.9101040851051123,955958439,3404.6710069418127,9.07167927472836,375.3076915347364,0
19924,24068106.351016343,4.287440237161425,349204103,5190845.919007541,4297.07317152265,1207.9957012154357,1
10691,11140140.843393061,2.4825685882675637,677289286,3525519.5919136964,3383.3800206846677,1042.0111162092471,1
89,51980.81354110954,7.780403667330475,995002130,5923.465505939609,10.141981129473725,584.0540847315679,0
110,26846.146170625438,6.025638247622245,344682002,4214.253776679028,17.267577718172475,244.05587427841309,0
6748,7713782.208960601,2.9705004171634366,306974333,2353574.8699744954,2058.902208068422,1143.1212520688503,1
15116,21066779.37538086,1.4752716650722877,777558402,9351250.981286233,6709.782606747749,1393.674211126016,1
210,86836.89404278739,9.659552936270877,356015512,8670.191261862845,20.967357078594485,413.5090192513685,0
153,99994.80917480683,3.0123625466750736,978825900,25053.89322273399,38.33444650488985,653.5608442797832,0
168,15475.585379628837,1.388439207555185,750087380,7236.564403588219,78.55876142838216,92.11657964064784,0
246,141352.6408503341,1.6641690826185898,323988920,71097.28737060107,123.73262068507384,574.6042310989192,0
33,9171.542181818877,6.664587743217362,547857780,1271.6272382640598,4.575424506676787,277.9255206611781,0
490,45878.857511812625,4.457816482412979,132985867,9993.646866038374,106.73515492616573,93.63032145267883,0
377,149739.12089215821,1.5207750798193667,515965595,73518.99176140242,185.09965684926246,397.1859970614276,0
5719,6359592.835248598,1.6787196155822621,359300273,3120476.3363092667,2806.1551469835713,1112.0113368156317,1
6835,10195950.263110852,2.441380380821073,851098101,3096740.1364674866,2075.943711625886,1491.7264466877618,1
4779,5078043.944147883,2.119054028675783,572025740,1886991.2379619535,1775.8670908338156,1062.574585509078,1
101,37199.60317537394,8.402835186308522,348590788,4250.690491421679,11.540976327344223,368.3129027264746,0
331,234589.46436266368,4.76418732661557,221568250,47051.93841891216,66.38913498938297,708.7294995850866,0
4193,6257489.286130537,1.105467897989008,646035632,3572638.695264181,2393.943219758349,1492.3656775889667,1
8970,12605284.044316385,3.9983131999042882,379368908,2879442.5299992524,2049.0295500908755,1405.2713538814253,1
10702,11387401.490281451,1.1472874705439655,242130927,8195804.453439388,7702.503449585534,1064.0442431584238,1
11860,17766067.73261791,3.766857588675648,238077364,4436044.016332555,2961.3464738238704,1497.9821022443432,1
221,152211.33427138388,7.535087596646632,861330509,18128.12706039746,26.320747397199817,688.7390691012845,0
19100,19564828.857632328,2.005769758047194,550703552,7653054.221509221,7471.22996549,1024.3365894048338,1
367,94986.07266843299,6.5631541641210625,95282726,14265.521208042263,55.118041374621676,258.8176366987275,0
137,92504.44166253638,5.68276930813414,248151345,15596.978457915005,23.099280535409562,675.214902646251,0
408,51172.210798556014,5.9671615489703695,179606266,8325.059989076988,66.37634807131018,125.42208529057847,0
17254,23346082.925635576,1.536060913802563,516725588,11372874.336973308,8405.160490313616,1353.0823534041715,1
122,19631.61681597357,8.245402007674258,62468859,2363.014198345664,14.684869560188298,160.9148919342096,0
357,125043.03183444728,6.472790645876967,805198682,17180.985874147067,49.05200927302528,350.2605933738019,0
11550,13143041.481486402,3.905588130600913,524358390,2966862.335779073,2607.2549513381637,1137.925669392762,1
304,51325.65026979637,7.27877684344117,758438071,6385.999480687653,37.82404766280126,168.83437588748808,0
359,143514.0050022565,7.920259671838577,987982369,16110.249850008211,40.29975817385913,399.76045961631337,0
145,76663.91166818468,4.1267206740287286,393261002,16961.111164402297,32.07977606833962,528.7166321943771,0
9350,11695537.854374751,1.515518887642597,645535690,5411958.57586018,4326.591330330732,1250.859663569492,1
14647,19303294.185496815,3.5634989792128584,694329624,4533600.570706627,3440.0163475222357,1317.9008797362474,1
112,87371.38574750624,5.265654762365851,437809212,15319.003703748434,19.637188996613745,780.1016584598772,0
14891,16507738.633716986,1.1634744650659155,136600085,12697532.332188198,11453.958543565834,1108.5715286896102,1
8376,9327470.803357294,1.4825434844024032,619408429,4437528.1584149245,3984.8675636170356,1113.5948905631917,1
16124,17622720.298620474,3.0136690834194275,396385049,5167871.128813191,4728.370686760931,1092.9496588080174,1
258,113165.55702644312,6.6511035054181695,674213994,15448.553190415509,35.220316391814045,438.6261900249733,0
45,31614.42686428504,1.5497016386937736,362997767,16528.695920631537,23.526958740115056,702.5428192063342,0
226,103299.41963492149,2.6606891742073957,747503671,30309.147494450393,66.31080172526077,457.07707803062607,0
10150,12370408.441698821,3.473019086121184,947109249,2798653.682384466,2296.313416818863,1218.7594523841203,1
331,52465.66048821692,1.330148826015381,803869698,24585.381943872373,155.10643243020616,158.5065271547339,0
258,21297.743399897798,5.6050969790409955,503434513,3486.5570272736286,42.236010461132366,82.54939302285968,0
5086,4897418.748590519,3.1304690658200927,546681316,1331851.6351149136,1383.1362527747815,962.9214999194885,1
19680,20208778.066615198,3.2558603680753455,332848601,5631211.179496152,5483.866250951712,1026.8688041979267,1
32,15976.269300159873,3.0989477039482107,769238595,4130.170592999603,8.27261086383069,499.258415629996,0
8371,10231571.316937838,3.595291361166304,372979745,2578344.836631494,2109.4828896625254,1222.2639250911286,1
255,39374.40313752288,6.278818911946832,145066408,6129.375164164476,39.69560278546668,154.4094240687172,0
17679,21965573.788945016,4.598589588580049,455681975,4345942.538431062,3497.833422206856,1242.466982801347,1
19844,19071462.832007576,2.321393925123656,656524997,6404292.168709235,6663.713995896357,961.0694835722422,1
13613,13775542.139046255,2.9512392032349517,150732605,4440898.560868822,4388.4989424665055,1011.9402144307835,1
156,18622.183599179978,1.500881404212778,105275634,11594.248355628708,97.12624375359096,119.37297178961524,0
11111,10746818.545193538,3.787845849465686,635034945,2429823.240689856,2512.163568573474,967.2233413008314,1
354,235280.19970587338,9.256560517769785,33942384,25324.807730381737,38.10342709570277,664.6333325024672,0
7560,10062922.180514608,3.8915843864871027,150481610,2489549.203120419,1870.3306691603452,1331.0743625019322,1
319,67550.60884888131,3.5198118429425573,936277401,15159.16875783112,71.58743520086291,211.75739451059974,0
18608,24967252.55655688,2.701745754465667,128161931,8822638.520962378,6575.479509656872,1341.748310219093,1
14607,13911328.591959832,3.4424801697665304,26216317,4010534.979071569,4211.091992547448,952.3741077538052,1
16594,15450575.86201881,2.92456040741927,371962545,4686931.074051785,5033.788703889322,931.0941220934561,1
11865,17726026.89438402,3.194412471752613,310757388,5057109.242527574,3385.000007057406,1493.976139433967,1
338,190737.46088264917,1.7908130011839112,43928336,103958.77446976058,184.22215336292905,564.3120144457076,0
5490,6090172.069992626,2.892664804207569,771071792,1662284.3673578296,1498.4701699578636,1109.320959925797,1
453,68846.9152568243,7.713770729938463,991568247,7908.585230191315,52.03703166528654,151.9799453793031,0
54,40260.91896664486,2.845016290479135,951749951,10604.002565867764,14.222629618346692,745.5725734563863,0
347,233418.6610094364,8.576458990824449,2155748,27209.36516160911,40.44942109704187,672.676256511344,0
17524,24336364.438400842,1.654623771462818,709516666,10293958.875183612,7412.419212627934,1388.7448321388292,1
108,76585.86722178361,9.170795174162643,611797080,7828.790695962529,11.040018554800168,709.1284002017002,0
123,41689.48196625509,5.067537411691353,913452722,6970.331171659222,20.565156813607175,338.9388777744316,0
82,35425.073270811634,5.858029557231697,997345944,5167.488384034814,11.961416261628141,432.0130886684346,0
5687,5899780.43891359,2.5659284408060077,184036390,2145402.1421737163,2068.0264475721146,1037.4152345548778,1
19586,21563076.821204215,4.7593284944539,598169023,4024841.2156897956,3655.8113067139716,1100.9433687942517,1
7408,9038327.861616353,4.514516461493753,618013926,1760988.6701576503,1443.3426479170587,1220.0766551857928,1
460,133710.1918776046,9.979233543314589,122715546,13236.078572108183,45.53576700228755,290.6743301687057,0
105,61782.77918877482,1.3017919126220145,544454266,33463.99841157029,56.872155628979556,588.4074208454745,0
416,59016.873904290995,1.9262442766973051,414259427,25215.458454973494,177.7395179263518,141.86748534685336,0
5228,6398634.8464955455,3.41583148829005,984627246,1454083.5928388436,1188.057953881361,1223.916382267702,1
17770,22828916.06182304,4.08752792239298,833002226,4639523.663782214,3611.3994760917362,1284.6885797311784,1
302,95376.14062825592,7.44561167259657,779956234,11595.082760397387,36.71479020406704,315.8150351929004,0
153,54564.39740597931,4.082718314606891,910557998,10927.574199772718,30.641204375914405,356.63004840509353,0
12457,15592899.010459948,3.4598010526106178,25291709,4474170.438795945,3574.3668395911104,1251.7378992100785,1
2827,3550083.679900013,2.024062127414649,439000043,1441329.3024196653,1147.7582798992376,1255.777743155293,1
395,30429.507379426446,7.26985741489203,650117246,3842.1218100209376,49.87389693940145,77.03672754285176,0
13641,12840995.231104938,3.3051534406672527,332091442,3530418.1173769147,3750.366126021415,941.3529236203312,1
233,171000.51430325006,9.409303132921133,527468288,17208.860610723237,23.44826001627006,733.9077867092277,0
3645,3687983.763453642,4.939364795849338,375770070,693864.569109916,685.7775187267131,1011.7925276964725,1
74,16892.184199230687,8.829067258559155,463402894,1817.835723107334,7.963436931742023,228.27275944906333,0
8456,7633901.031916153,1.2190465552881253,358626216,4838710.010621079,5359.793332235756,902.7792138027617,1
3625,5263185.965697754,2.6580183368145107,413802881,1713376.395466895,1180.0816984326502,1451.9133698476562,1
5600,7012549.2330988655,2.923347912356294,141075386,2288374.858936845,1827.4237775844308,1252.2409344819403,1
14951,18637605.207373634,1.5634280815191994,710874291,8194866.888666668,6573.884009732213,1246.5791724549283,1
6380,7964492.204864351,4.6593836042724,568070805,1523589.032309306,1220.4793194720603,1248.3530101668262,1
19350,28741034.675076798,1.8507231373649051,897600872,10457658.768450087,7040.654571318716,1485.3247894096537,1
11916,12043235.745496254,2.658496494908095,213012806,4194043.7879437357,4149.734077556931,1010.6777228513137,1
234,87942.76684811153,1.6036882964958474,213812151,48386.654852976295,128.74824890547083,375.8237899491946,0
304,158834.59804700472,2.8462567643380643,548578780,46787.12590714752,89.54778398824467,522.4822304177787,0
2768,3779196.2658070736,3.2593645330504657,873118894,914509.7209753244,669.815148412015,1365.3165700170064,1
132,47066.53578630184,5.810103021315222,256153253,7758.745041086293,21.759713739575,356.56466504774124,0
283,197455.1447526508,1.9268333139818397,842309478,71305.51206112947,102.19769122034351,697.7213595500028,0
486,260767.99573047963,3.450716692482695,681758075,63102.13864640895,117.60507379844155,536.5596619968717,0
307,181074.57094955177,9.81038292054365,682573148,17256.7739507065,29.257722799425526,589.8194493470742,0
16295,16582897.775702888,3.206890381037359,23656190,5133155.461794802,5044.038103672197,1017.6678598160717,1
5300,5337772.0253327815,1.4164343279382954,656039520,2575555.7932095584,2557.330219279949,1007.1267972326002,1
310,74383.70061527476,7.48731786679456,954629197,8811.201971910983,36.72138638839776,239.94742133959602,0
419,148290.7251934981,8.261651340663274,721920164,16506.87870815321,46.64069293404095,353.9158119176566,0
2822,4057475.8079199605,2.625569233094088,55842822,1513186.2334293816,1052.4305634558575,1437.801491112672,1
104,8281.918410129167,7.623141518764021,779259260,985.6609590750113,12.377414829205307,79.6338308666266,0
101,72778.2836858931,6.786330072528279,289667886,10285.232431162274,14.273605022493076,720.5770661969614,0
405,133108.84589486863,4.022792714348515,147008630,31922.107290620912,97.12692921184635,328.663817024367,0
15221,20766021.16658856,3.496595631396536,484291464,5216430.576642631,3823.519641539554,1364.3007139208041,1
13093,17909328.98297981,2.1778630381676707,490648144,6711356.16843539,4906.481219750544,1367.8552648728185,1
234,152542.9361198371,5.386880784245623,752536272,24846.485378388705,38.11436783919933,651.8928894010132,0
14808,18139511.67041887,3.0498306235276864,573284588,5006606.362586617,4087.0905658438082,1224.98052879652,1
19685,27577861.02683652,1.872092429976346,568122009,11301408.837825438,8066.913991484178,1400.9581420795794,1
234,132340.11658209958,2.5451135726347314,311745349,46323.64432835656,81.90813982025482,565.5560537696563,0
375,160720.18409930408,2.05975974601127,288516129,68441.7813978235,159.69162907582154,428.58715759814424,0
397,235401.11443193586,6.862783495166778,457752180,32156.26900507836,54.23100407074452,592.9499104078989,0
9992,10590511.167937113,1.547542520275229,997225178,4161680.9169320483,3926.4880667780767,1059.8990360225293,1
328,62246.116747483684,6.40465174390288,706143916,8753.748486752866,46.12704621081459,189.7747461813527,0
209,92795.81229904365,4.639433513941219,201717311,19168.130813228767,43.17155311981788,443.9991019092998,0
13555,18469928.53238005,4.834508709252882,293130268,3602033.726304823,2643.5168427676736,1362.5915553212872,1
8819,11741859.502691917,2.1547749470827995,202386214,4981356.258771083,3741.3648865438,1331.4275431105473,1
74,40782.63301525861,9.543761173519892,802427637,3941.802509325103,7.152392185686542,551.1166623683596,0
9715,11890243.55825586,2.935019767729651,695844306,3274769.6737768846,2675.6716315245253,1223.905667344916,1
465,356596.8152081491,1.462832321358253,664311786,167641.1174845199,218.60296083911953,766.8748714153744,0
3524,3899764.9630343267,4.083648814983288,436111655,862825.5831107673,779.6873359558874,1106.63023922654,1
446,224218.33067082174,5.459421845855786,900575256,35254.47057285561,70.12581811866887,502.73168311843443,0
3252,2931364.6189890183,4.276409270696799,935011762,562488.5421073146,624.0140605790124,901.4036343754669,1
18314,26562408.49260931,3.3609226674763484,587631548,6727122.648714817,4638.153359581166,1450.3881452773458,1
322,39980.11788252111,7.215042092010766,894086735,4930.260541594924,39.70833450412669,124.16185677801587,0
168,104443.33631738983,7.590023977686051,962516452,12211.966394787773,19.64328627045929,621.6865256987489,0
44,32053.525739428973,8.642760864087872,629921035,3456.769690609357,4.745121258212055,728.4892213506585,0
15849,14639025.32002767,4.9506720319865885,882938633,2509427.8930699476,2716.84226291033,923.6560868211035,1
301,144564.1206532927,9.994181496092514,710766841,13504.420208398371,28.11783770660889,480.2794706089458,0
6232,6328966.2846960295,1.4820903151458578,495132487,3200937.3338337354,3151.8956757106384,1015.5594166713782,1
101,61746.12432650527,9.498398402020905,235719027,6343.26889692309,10.375876471233301,611.3477656089631,0
122,10661.049262114675,3.871904259189301,413475998,2487.7720580873383,28.46888553129646,87.38564968946454,0
15409,22050263.80540034,3.242708776014056,129987754,6537873.659599147,4568.747844009488,1430.9990139139686,1
14651,18217883.462075822,3.899067086115046,231829367,4410152.534406423,3546.6877870908397,1243.4566556600794,1
428,259373.6784946346,8.116508483550671,86621344,31618.867913502185,52.175207390054716,606.0132675108285,0
401,147950.7553744367,6.542768693640741,910287586,19851.018135820163,53.80343109650171,368.9545021806402,0
266,52468.487521082054,1.1914246976534844,575370513,29696.983105175805,150.55508323548978,197.24995308677464,0
58,3887.1148113351373,8.189049121962988,226275356,461.9090828302858,6.892188192134864,67.01922088508857,0
264,109570.08001468677,4.617378222483179,346849551,22071.928407468356,53.180476812562304,415.0381818738135,0
285,36439.389775000614,9.856751222793656,370958334,3562.8103802376854,27.865476470310163,127.8575079824583,0
4050,4780565.162686495,3.950329206355566,201875831,1151331.6706852983,975.3853587585218,1180.3864599225915,1
16269,20392624.048384193,2.1852324818239603,117105071,8857356.308752976,7066.296590630274,1253.465120682537,1
4632,4473032.350248997,4.950889558944127,608296824,804619.9645279916,833.2154529323243,965.6805592074691,1
312,200271.33692826267,2.9642849907855773,384017322,59812.80010574956,93.18155018697686,641.8953106675085,0
338,256576.37341552755,9.840974635720734,933732362,23812.839965838823,31.369762544030202,759.1016964956436,0
218,172975.32276841704,9.90266418832023,995022394,15872.664483583341,20.00424570419106,793.4647833413626,0
7429,9395025.989493025,4.351302941132982,54496748,2132422.4096402065,1686.1865096417841,1264.6420769273154,1
19208,19828259.462291956,1.187781428591252,800746224,9971326.99485156,9659.408042412706,1032.2917254421052,1
24,2467.2859357659195,8.435851262145693,941038638,263.12412346097653,2.5594840352798744,102.80358065691331,0
12106,13773543.528501352,3.0730414667055688,35383985,4431035.5009298725,3894.576269589329,1137.7452113415952,1
9906,10249384.982768375,4.9853431032268976,961289335,1723561.206992041,1665.8167631685108,1034.6643431019963,1
87,42565.95006059828,1.313786442104424,392932961,24940.215704569408,50.97498735981557,489.26379379998025,0
12874,12587025.057956893,2.564679064321519,595918472,3982482.715153407,4073.280400953385,977.7089527696825,1
15774,20398072.201559957,4.408774133388031,218430724,4408292.442248663,3408.969450491138,1293.145188383413,1
143,48017.89887024306,3.532518645197741,41892167,13433.794097304406,40.006593397717445,335.7895025891123,0
421,50509.13810386864,1.4390522350585577,945679675,21180.216480865714,176.539760391625,119.97419977165947,0
14880,13941224.01026389,4.57791972387227,570828076,2707692.1519849435,2890.0230849079735,936.910215743541,1
3591,4658486.5369756045,3.3696311386380704,188028967,1309424.2841223022,1009.3712983736399,1297.2672060639388,1
281,125250.86931479548,3.403254431524792,507496783,32027.317117387924,71.85320276993002,445.73263101350705,0
78,13938.294079651761,8.655235561848176,360815372,1545.942251426779,8.65123772839075,178.69607794425335,0
189,26141.95636286576,7.277243155023553,854658714,3214.74075608893,23.241795467299998,138.31722943315216,0
254,195928.8215672352,2.427445947637663,925436664,58435.93237865754,75.75570916750279,771.3733132568315,0
9561,13308607.486403305,4.303267002259051,981937588,2518087.47591945,1809.0122788475392,1391.96815044486,1
375,176840.43147353258,2.4468390644347737,28500556,71440.87623922569,151.49436340138823,471.5744839294202,0
243,29702.542723833,1.0574728454515023,328279706,21434.232751526353,175.35598238334137,122.23268610630865,0
242,81978.60542459592,6.686321743150016,38965695,12189.606195798006,35.98359211046139,338.7545678702311,0
345,93037.45469220297,8.018608556360292,79146438,11489.289902818646,42.60440087904319,269.67378171653036,0
338,118364.86100667258,9.666928034730951,770935118,11339.951412919581,32.38210685982849,350.1918964694455,0
215,40544.177921433875,1.9225875519161133,89567715,20149.62691401695,106.85060121106616,188.57757172759943,0
19424,26466959.338886518,2.203854267787265,895809936,8538653.737572081,6266.485245810549,1362.5905755192812,1
493,56830.0174864203,4.112947512576611,439867601,12482.39079969484,108.28465195739258,115.27386914081197,0
